loan_id,age,gender,education,employment_status,employment_years,dependents,applicant_income,coapplicant_income,total_income,loan_amount,loan_term_months,credit_score,existing_emis,monthly_obligations,dti_ratio,collateral_value,loan_to_value,property_area,loan_status
LN000185,35,Female,Graduate,Salaried,0.0,2,48607,25309.0,73916,258964,36,674.0,2,22198,4.7715,258809.0,1.0006,Urban,Rejected
LN000186,52,Female,Graduate,Salaried,10.0,1,70012,0.0,70012,339229,180,618.0,0,0,0.3229,532884.0,0.6366,Semiurban,Approved
LN000187,52,Female,Graduate,Self-Employed,4.0,0,56034,0.0,56034,166647,24,664.0,2,23736,6.5701,213901.0,0.7791,Rural,Rejected
LN000188,44,Female,Graduate,Self-Employed,6.0,1,100635,10780.0,111415,379800,240,615.0,0,0,0.1704,802581.0,0.4732,Urban,Approved
LN000189,61,Male,Graduate,Salaried,3.0,2,19338,30436.0,49774,93603,240,628.0,2,7781,1.9699,170569.0,0.5488,Rural,Rejected
LN000190,32,Male,Graduate,Salaried,8.0,2,26746,0.0,26746,95702,120,,0,0,0.3576,186243.0,0.5139,Urban,Rejected
LN000191,59,Male,Graduate,Self-Employed,0.0,0,67297,36372.0,103669,295815,84,668.0,2,16054,2.2659,385069.0,0.7682,Urban,Rejected
LN000192,22,Female,Not Graduate,Self-Employed,3.0,1,68442,0.0,68442,276844,60,572.0,0,0,0.809,423976.0,0.653,Urban,Rejected
LN000193,23,Male,Graduate,Salaried,6.0,4,32416,21176.0,53592,174175,240,667.0,2,14790,3.474,147988.0,1.177,Rural,Rejected
LN000194,57,Female,Graduate,Salaried,8.0,1,48802,8639.0,57441,107726,180,716.0,0,0,0.1249,101788.0,1.0583,Urban,Approved
LN000195,37,Female,Graduate,Salaried,10.0,1,31938,0.0,31938,65596,180,700.0,1,7549,2.9731,108855.0,0.6026,Urban,Approved
LN000196,22,Male,Not Graduate,Salaried,2.0,0,41765,0.0,41765,191743,36,637.0,3,31691,10.6358,271962.0,0.705,Rural,Rejected
LN000197,22,Male,Not Graduate,Salaried,11.0,1,45232,10940.0,56172,201926,24,567.0,2,20731,6.226,362282.0,0.5574,Semiurban,Rejected
LN000198,48,Female,Not Graduate,Salaried,3.0,0,67774,0.0,67774,118300,24,580.0,3,17224,3.9224,268450.0,0.4407,Semiurban,Rejected
LN000199,43,Male,Not Graduate,Salaried,10.0,0,26821,16117.0,42938,110323,360,606.0,2,17012,4.8399,219591.0,0.5024,Semiurban,Rejected
LN000200,57,Female,Graduate,Self-Employed,1.0,2,69939,0.0,69939,290213,36,755.0,1,5853,2.3873,626659.0,0.4631,Urban,Approved
LN000201,52,Male,Graduate,Business,7.0,0,113909,0.0,113909,401955,120,627.0,0,0,0.3528,905380.0,0.444,Rural,Approved
LN000202,53,Female,Graduate,Self-Employed,5.0,3,112208,0.0,112208,513363,240,509.0,0,0,0.2288,881275.0,0.5825,Rural,Approved
LN000203,21,Male,Graduate,Self-Employed,7.0,1,92988,0.0,92988,232881,120,579.0,1,10024,1.5439,562858.0,0.4137,Urban,Rejected
LN000204,39,Female,Graduate,Salaried,19.0,2,50257,24475.0,74732,340391,12,727.0,3,26318,8.7807,725375.0,0.4693,Urban,Approved
LN000205,22,Female,Graduate,Salaried,13.0,1,10855,30256.0,41111,122744,240,683.0,2,23361,6.9681,195498.0,0.6279,Rural,Rejected
LN000206,64,Male,Graduate,Salaried,4.0,1,47232,0.0,47232,231301,36,733.0,0,0,1.6324,153006.0,1.5117,Urban,Rejected
LN000207,46,Male,Not Graduate,Self-Employed,11.0,3,82791,0.0,82791,369773,120,578.0,0,0,0.4466,713305.0,0.5184,Semiurban,Rejected
LN000208,52,Male,Graduate,Self-Employed,0.0,0,27786,43357.0,71143,336221,240,647.0,2,15965,2.929,635939.0,0.5287,Semiurban,Rejected
LN000209,26,Female,Graduate,Business,10.0,3,45383,0.0,45383,200838,180,530.0,0,0,0.2948,233849.0,0.8588,Rural,Rejected
LN000210,52,Female,Graduate,Salaried,9.0,2,67270,0.0,67270,276104,60,613.0,1,7528,2.1636,330136.0,0.8363,Urban,Rejected
LN000211,24,Male,Graduate,Salaried,10.0,2,58743,11895.0,70638,303392,36,823.0,3,16852,4.2944,577996.0,0.5249,Rural,Approved
LN000212,31,Male,Graduate,Self-Employed,2.0,0,16912,0.0,16912,58403,360,660.0,3,14880,10.6731,114407.0,0.5105,Urban,Rejected
LN000213,37,Male,Graduate,Self-Employed,5.0,2,55662,26133.0,81795,234773,60,728.0,0,0,0.5739,405170.0,0.5794,Urban,Approved
LN000214,58,Female,Graduate,Salaried,1.0,0,39838,0.0,39838,116431,12,604.0,1,11214,6.3003,112021.0,1.0394,Semiurban,Rejected
LN000215,44,Female,Graduate,Self-Employed,1.0,4,94664,0.0,94664,283982,120,620.0,2,21645,3.0437,614634.0,0.462,Urban,Rejected
LN000216,25,Male,Graduate,Salaried,0.0,2,64972,0.0,64972,212277,240,691.0,0,0,0.1633,513847.0,0.4131,Semiurban,Approved
LN000217,54,Female,Not Graduate,Self-Employed,7.0,1,62567,0.0,62567,242252,120,806.0,0,0,0.387,276392.0,0.8765,Semiurban,Approved
LN000218,26,Female,Graduate,Salaried,4.0,3,24941,19229.0,44170,122858,36,607.0,0,0,0.927,291087.0,0.4221,Semiurban,Rejected
LN000219,42,Female,Graduate,Self-Employed,11.0,0,44370,26795.0,71165,276539,60,,4,27427,5.4018,300849.0,0.9192,Semiurban,Approved
LN000220,31,Female,Not Graduate,Business,12.0,4,7593,29585.0,37178,99536,240,792.0,2,7594,2.5848,86055.0,1.1567,Rural,Rejected
LN000221,36,Female,Not Graduate,Unemployed,,2,5000,0.0,5000,17513,360,602.0,0,0,0.1152,23511.0,0.7449,Rural,Rejected
LN000222,53,Female,Graduate,Business,13.0,0,187963,0.0,187963,715484,84,612.0,3,33937,2.7104,978061.0,0.7315,Semiurban,Rejected
LN000223,29,Male,Not Graduate,Self-Employed,7.0,1,47357,0.0,47357,135998,360,644.0,2,8884,2.3467,302007.0,0.4503,Semiurban,Rejected
LN000224,26,Female,Not Graduate,Salaried,17.0,2,35552,0.0,35552,121011,36,610.0,1,8004,3.8361,206155.0,0.587,Semiurban,Rejected
LN000225,36,Male,Not Graduate,Salaried,4.0,2,37962,0.0,37962,59112,36,685.0,1,9249,3.4427,,1.6906,Semiurban,Rejected
LN000226,49,Male,Not Graduate,Salaried,3.0,1,41690,,41690,131991,60,502.0,2,8195,2.9918,158441.0,0.8331,Urban,Rejected
LN000227,23,Male,Not Graduate,Salaried,0.0,0,46286,0.0,46286,202481,120,524.0,1,6414,2.1002,113895.0,1.7778,Urban,Rejected
LN000228,40,Female,Graduate,Salaried,8.0,0,25982,13177.0,39159,99710,180,710.0,1,8794,2.8643,64867.0,1.5371,Semiurban,Rejected
LN000229,56,Male,Graduate,Self-Employed,6.0,3,92918,44758.0,137676,334573,60,821.0,0,0,0.486,611183.0,0.5474,Urban,Approved
LN000230,39,Male,Graduate,Salaried,0.0,0,30155,0.0,30155,126754,36,733.0,2,10978,5.7694,114061.0,1.1113,Urban,Rejected
LN000231,46,Male,Graduate,Salaried,7.0,4,14364,0.0,14364,37670,240,526.0,0,0,0.1303,59788.0,0.6301,Semiurban,Rejected
LN000232,23,Male,Graduate,Self-Employed,11.0,0,20572,0.0,20572,58869,84,571.0,3,27549,16.4781,74083.0,0.7946,Urban,Rejected
LN000233,39,Male,Not Graduate,Self-Employed,13.0,1,54688,0.0,54688,239234,180,611.0,2,13398,3.2315,162199.0,1.4749,Urban,Rejected
LN000234,40,Female,Not Graduate,Self-Employed,9.0,0,78085,0.0,78085,134696,240,524.0,1,11233,1.8125,313194.0,0.4301,Semiurban,Rejected
LN000235,52,Female,Graduate,Self-Employed,6.0,3,75013,0.0,75013,357953,36,453.0,1,5055,2.3993,438903.0,0.8156,Semiurban,Rejected
LN000236,27,Male,Graduate,Salaried,11.0,0,59203,0.0,59203,129726,180,693.0,3,11021,2.3798,303637.0,0.4272,Urban,Approved
LN000237,61,Female,Graduate,Salaried,10.0,1,21118,11825.0,32943,74329,240,524.0,1,9168,3.4521,99736.0,0.7453,Semiurban,Rejected
LN000238,53,Female,Graduate,Business,4.0,3,132629,14237.0,146866,618023,84,615.0,2,22977,2.4785,1463203.0,0.4224,Semiurban,Rejected
LN000239,60,Male,Graduate,Salaried,3.0,2,47469,0.0,47469,91375,180,549.0,0,0,0.1282,145935.0,0.6261,Urban,Approved
LN000240,59,Female,Graduate,Self-Employed,7.0,3,47004,0.0,47004,93669,360,716.0,0,0,0.0664,143658.0,0.652,Urban,Approved
LN000241,38,Female,Graduate,Salaried,8.0,3,28799,27347.0,56146,102178,240,623.0,0,0,0.0908,130959.0,0.7802,Rural,Approved
LN000242,60,Male,Graduate,Business,5.0,3,43052,0.0,43052,155737,120,592.0,1,3913,1.4522,345494.0,0.4508,Semiurban,Rejected
LN000243,21,Male,Graduate,Self-Employed,2.0,2,68339,34931.0,103270,459132,36,791.0,3,31614,5.1555,810591.0,0.5664,Urban,Approved
LN000244,31,Female,Graduate,Self-Employed,5.0,2,56730,0.0,56730,120837,84,642.0,0,0,0.3042,72140.0,1.675,Urban,Rejected
LN000245,48,Female,Graduate,Salaried,5.0,2,12741,0.0,12741,36727,180,607.0,2,8374,8.0791,78790.0,0.4661,Urban,Rejected
LN000246,45,Male,Graduate,Unemployed,0.0,0,8496,8171.0,16667,64672,60,648.0,2,13304,10.3541,88220.0,0.7331,Urban,Rejected
LN000247,43,Female,Not Graduate,Self-Employed,8.0,2,44352,12496.0,56848,145990,84,729.0,1,10076,2.4936,279959.0,0.5215,Rural,Approved
LN000248,51,Male,Graduate,Salaried,9.0,0,57731,0.0,57731,125862,180,708.0,2,14310,3.1198,173250.0,0.7265,Semiurban,Approved
LN000249,50,Female,Graduate,Self-Employed,7.0,3,63704,28804.0,92508,432181,360,674.0,3,18403,2.5429,749091.0,0.5769,Semiurban,Approved
LN000250,62,Male,Graduate,Salaried,11.0,2,33648,22407.0,56055,221933,60,606.0,1,5459,1.9603,530628.0,0.4182,Urban,Rejected
LN000251,55,Male,Graduate,Salaried,7.0,4,28129,0.0,28129,133287,60,560.0,3,22228,10.4301,210388.0,0.6335,Urban,Rejected
LN000252,27,Female,Not Graduate,Salaried,1.0,0,44034,7830.0,51864,219587,180,778.0,0,0,0.282,142419.0,1.5418,Rural,Approved
LN000253,36,Male,Graduate,Business,6.0,2,54589,0.0,54589,148353,36,702.0,0,0,0.9057,298995.0,0.4962,Rural,Rejected
LN000254,46,Male,Not Graduate,Self-Employed,0.0,1,18653,18356.0,37009,58810,60,723.0,0,0,0.3178,69885.0,0.8415,Rural,Approved
LN000255,22,Female,Graduate,Self-Employed,8.0,3,63803,0.0,63803,200005,60,770.0,3,11425,2.7757,371397.0,0.5385,Urban,Approved
LN000256,21,Female,Graduate,Self-Employed,7.0,0,53071,0.0,53071,147815,180,681.0,1,6106,1.5663,119367.0,1.2383,Semiurban,Rejected
LN000257,32,Male,Not Graduate,Self-Employed,4.0,0,50380,0.0,50380,164628,120,811.0,1,7463,2.1042,268676.0,0.6127,Semiurban,Approved
LN000258,25,Female,Not Graduate,Salaried,3.0,1,41050,0.0,41050,63341,36,554.0,2,14221,4.6714,75979.0,0.8337,Rural,Rejected
LN000259,57,Male,Not Graduate,Salaried,9.0,1,48212,0.0,48212,162331,84,645.0,2,7131,2.2558,184530.0,0.8797,Urban,Rejected
LN000260,52,Male,Graduate,Salaried,12.0,1,20344,0.0,20344,59925,120,605.0,1,5748,3.6848,70387.0,0.8514,Rural,Rejected
LN000261,29,Male,Graduate,Salaried,7.0,4,27612,0.0,27612,107165,84,712.0,2,12559,6.0122,215620.0,0.497,Semiurban,Rejected
LN000262,61,Male,Not Graduate,Unemployed,0.0,0,17380,31249.0,48629,118751,120,462.0,1,7261,2.0358,235938.0,0.5033,Semiurban,Rejected
LN000263,55,Female,Graduate,Business,9.0,2,124556,28691.0,153247,669109,360,535.0,0,0,0.1455,760836.0,0.8794,Urban,Rejected
LN000264,39,Male,Not Graduate,Salaried,9.0,0,70546,0.0,70546,335405,360,541.0,1,3398,0.7364,291064.0,1.1523,Rural,Rejected
LN000265,36,Female,Not Graduate,Salaried,6.0,0,51888,0.0,51888,107902,360,542.0,2,15673,3.6938,92050.0,1.1722,Rural,Rejected
LN000266,23,Male,Not Graduate,Business,11.0,4,108191,9603.0,117794,443227,12,600.0,0,0,3.7627,632119.0,0.7012,Urban,Rejected
LN000267,40,Female,Not Graduate,Salaried,12.0,1,38703,0.0,38703,143879,240,686.0,0,0,0.1857,250335.0,0.5747,Urban,Approved
LN000268,44,Female,Graduate,Self-Employed,10.0,3,17579,0.0,17579,47298,360,598.0,0,0,0.0894,58055.0,0.8147,Semiurban,Rejected
LN000269,53,Female,Graduate,Salaried,8.0,3,50209,45059.0,95268,180822,360,611.0,3,23662,3.0437,108023.0,1.6739,Semiurban,Rejected
LN000270,44,Male,Graduate,Self-Employed,6.0,3,52973,20753.0,73726,283148,12,671.0,1,11837,5.7671,401486.0,0.7052,Semiurban,Rejected
LN000271,31,Male,Graduate,Business,6.0,1,12187,0.0,12187,37710,240,827.0,0,0,0.1546,68617.0,0.5496,Rural,Approved
LN000272,28,Male,Graduate,Business,7.0,3,103226,0.0,103226,223934,120,646.0,1,7503,1.0891,369746.0,0.6056,Semiurban,Rejected
LN000273,56,Female,Graduate,Self-Employed,10.0,1,83025,0.0,83025,141173,360,623.0,2,12697,1.8918,158881.0,0.8885,Semiurban,Rejected
LN000274,58,Male,Not Graduate,Self-Employed,5.0,1,34906,39777.0,74683,359313,240,693.0,1,9344,1.7419,543555.0,0.661,Urban,Rejected
LN000275,60,Female,Not Graduate,Self-Employed,8.0,0,45671,0.0,45671,133853,120,719.0,0,0,0.293,100889.0,1.3267,Semiurban,Approved
LN000276,40,Female,Graduate,Salaried,12.0,1,45516,0.0,45516,187551,84,592.0,0,0,0.5885,239684.0,0.7825,Urban,Rejected
LN000277,55,Male,Graduate,Salaried,7.0,4,26652,0.0,26652,52714,12,543.0,2,6020,4.688,45709.0,1.1533,Rural,Rejected
LN000278,45,Female,Not Graduate,Unemployed,0.0,2,9265,0.0,9265,34138,180,,0,0,0.2448,73903.0,0.4619,Urban,Rejected
LN000279,55,Female,Not Graduate,Salaried,11.0,3,43434,0.0,43434,68956,120,804.0,0,0,0.1586,88893.0,0.7757,Urban,Approved
LN000280,45,Female,Not Graduate,Salaried,13.0,0,52038,0.0,52038,154981,84,568.0,3,31667,7.7279,225783.0,0.6864,Rural,Rejected
LN000281,49,Male,Graduate,Self-Employed,,4,54746,30231.0,84977,200474,120,706.0,1,10781,1.7583,197333.0,1.0159,Rural,Rejected
LN000282,38,Male,Not Graduate,Unemployed,0.0,0,12638,0.0,12638,33791,120,749.0,0,0,0.2668,64973.0,0.5201,Urban,Approved
LN000283,38,Male,Graduate,Self-Employed,4.0,3,49848,0.0,49848,183669,180,721.0,2,7570,2.0679,336938.0,0.5451,Urban,Rejected
LN000284,22,Female,Not Graduate,Self-Employed,10.0,3,58617,0.0,58617,160722,180,643.0,0,0,0.1826,142729.0,1.1261,Rural,Approved
LN000285,55,Female,Not Graduate,Self-Employed,5.0,0,63925,0.0,63925,151196,60,518.0,1,3075,1.0501,106787.0,1.4159,Rural,Rejected
LN000286,36,Male,Not Graduate,Self-Employed,5.0,2,5000,18921.0,23921,95715,60,642.0,0,0,0.8001,71021.0,1.3477,Rural,Rejected
LN000287,61,Female,Graduate,Self-Employed,12.0,2,38138,5048.0,43186,146700,120,513.0,4,42940,12.2712,213394.0,0.6875,Semiurban,Rejected
LN000288,56,Male,Not Graduate,Business,9.0,1,125336,39457.0,164793,609001,84,605.0,2,15993,1.6925,1492520.0,0.408,Urban,Rejected
LN000289,53,Female,Graduate,Self-Employed,0.0,0,5000,28504.0,33504,95096,240,640.0,4,44297,16.0075,208327.0,0.4565,Urban,Rejected
LN000290,24,Female,Graduate,Salaried,6.0,3,45918,20652.0,66570,159401,120,643.0,1,3455,0.8622,229555.0,0.6944,Semiurban,Rejected
LN000291,53,Female,Not Graduate,Business,9.0,1,135427,0.0,135427,321475,180,619.0,2,15840,1.5617,593447.0,0.5417,Rural,Rejected
LN000292,34,Female,Graduate,Business,17.0,0,125494,0.0,125494,624082,180,533.0,0,0,0.3315,855833.0,0.7292,Semiurban,Rejected
LN000293,41,Male,Graduate,Salaried,1.0,0,52488,7575.0,60063,230101,240,629.0,1,10547,2.2986,568975.0,0.4044,Urban,Rejected
LN000294,40,Male,Not Graduate,Salaried,9.0,2,65960,0.0,65960,122014,180,636.0,0,0,0.1232,154908.0,0.7877,Semiurban,Approved
LN000295,28,Female,Not Graduate,Unemployed,0.0,0,16106,11040.0,27146,101836,180,685.0,0,0,0.2498,248745.0,0.4094,Semiurban,Rejected
LN000296,27,Male,Not Graduate,Salaried,9.0,2,34242,0.0,34242,63736,36,629.0,0,0,0.6203,134208.0,0.4749,Semiurban,Rejected
LN000297,23,Male,Graduate,Self-Employed,7.0,2,72946,36208.0,109154,278184,240,585.0,1,8466,1.0581,361000.0,0.7706,Semiurban,Rejected
LN000298,37,Female,Not Graduate,Salaried,7.0,1,19240,10704.0,29944,133528,240,711.0,0,0,0.2228,291146.0,0.4586,Urban,Approved
LN000299,53,Male,Graduate,Salaried,8.0,1,54616,27916.0,82532,387921,180,733.0,0,0,0.3133,665124.0,0.5832,Urban,Approved
LN000300,32,Female,Not Graduate,Self-Employed,9.0,2,53243,18023.0,71266,321414,360,,0,0,0.1502,597343.0,0.5381,Rural,Approved
LN000301,42,Female,Graduate,Salaried,2.0,4,56165,0.0,56165,193224,84,622.0,3,23007,5.407,156089.0,1.2379,Urban,Rejected
LN000302,42,Female,Not Graduate,Salaried,10.0,1,44115,0.0,44115,136134,24,703.0,2,8800,3.9366,287927.0,0.4728,Urban,Approved
LN000303,50,Female,Graduate,Salaried,0.0,4,54959,0.0,54959,129700,84,692.0,0,0,0.3371,152717.0,0.8493,Urban,Approved
LN000304,58,Female,Not Graduate,Business,2.0,1,85734,0.0,85734,368096,240,609.0,3,34407,5.0304,325782.0,1.1299,Rural,Rejected
LN000305,58,Female,Graduate,Business,6.0,1,69910,0.0,69910,257255,240,670.0,2,20498,3.7023,548811.0,0.4687,Urban,Rejected
LN000306,28,Female,Graduate,Business,5.0,0,92344,0.0,92344,309654,180,582.0,1,4135,0.7609,679524.0,0.4557,Urban,Rejected
LN000307,47,Male,Graduate,Self-Employed,11.0,2,16723,0.0,16723,40243,60,676.0,0,0,0.4808,89529.0,0.4495,Semiurban,Approved
LN000308,47,Female,Not Graduate,Self-Employed,,1,52424,0.0,52424,135571,240,579.0,0,0,0.1291,306688.0,0.442,Urban,Rejected
LN000309,54,Female,Graduate,Business,8.0,3,62190,0.0,62190,146653,12,598.0,1,5620,3.4425,314676.0,0.466,Semiurban,Rejected
LN000310,41,Male,Graduate,Business,16.0,4,24867,0.0,24867,92813,24,663.0,2,21673,12.3248,97211.0,0.9548,Semiurban,Rejected
LN000311,50,Male,Graduate,Business,8.0,4,52087,0.0,52087,189600,36,699.0,3,19317,5.6635,321712.0,0.5893,Rural,Rejected
LN000312,53,Female,Not Graduate,Salaried,7.0,0,20540,0.0,20540,43129,60,633.0,0,0,0.4195,59545.0,0.7243,Urban,Rejected
LN000313,48,Male,Graduate,Salaried,5.0,1,16873,27479.0,44352,118056,120,663.0,1,3432,1.1945,156985.0,0.752,Semiurban,Rejected
LN000314,53,Female,Graduate,Self-Employed,,0,40640,0.0,40640,63380,180,,1,6147,1.919,113147.0,0.5602,Rural,Rejected
LN000315,25,Female,Graduate,Salaried,3.0,0,47571,31278.0,78849,167318,180,708.0,2,19317,3.0812,332531.0,0.5032,Urban,Approved
LN000316,39,Male,Not Graduate,Salaried,14.0,0,17546,0.0,17546,58782,240,628.0,1,4215,3.0496,108114.0,0.5437,Urban,Rejected
LN000317,24,Female,Graduate,Self-Employed,3.0,1,53833,16584.0,70417,198669,36,429.0,0,0,0.9403,244228.0,0.8135,Semiurban,Rejected
LN000318,55,Male,Not Graduate,Salaried,13.0,3,42974,0.0,42974,152788,180,741.0,1,7798,2.4143,358406.0,0.4263,Semiurban,Approved
LN000319,37,Female,Not Graduate,Business,6.0,2,75500,0.0,75500,224545,120,673.0,1,8649,1.6721,219167.0,1.0245,Urban,Rejected
LN000320,64,Male,Graduate,Salaried,1.0,3,52572,0.0,52572,96082,180,713.0,1,3224,0.8576,57902.0,1.6594,Urban,Rejected
LN000321,48,Female,Graduate,Self-Employed,9.0,4,132748,0.0,132748,508837,360,633.0,0,0,0.1277,327934.0,1.5516,Semiurban,Approved
LN000322,50,Male,Not Graduate,Salaried,4.0,1,64770,0.0,64770,311338,120,679.0,0,0,0.4806,181086.0,1.7193,Semiurban,Rejected
LN000323,49,Male,Not Graduate,Business,15.0,3,54408,22200.0,76608,188225,60,688.0,0,0,0.4914,452261.0,0.4162,Semiurban,Approved
LN000324,26,Male,Not Graduate,Salaried,9.0,0,25509,0.0,25509,56797,360,593.0,0,0,0.0739,59192.0,0.9595,Semiurban,Rejected
LN000325,55,Male,Graduate,Business,19.0,1,61423,0.0,61423,272301,84,529.0,2,21645,4.8619,477200.0,0.5706,Semiurban,Rejected
LN000326,61,Female,Graduate,Self-Employed,1.0,1,67943,18728.0,86671,212212,360,557.0,0,0,0.0815,417173.0,0.5087,Semiurban,Approved
LN000327,57,Male,Graduate,Salaried,14.0,0,40626,0.0,40626,114675,24,563.0,1,6738,3.4016,270055.0,0.4246,Semiurban,Rejected
LN000328,44,Male,Graduate,Self-Employed,3.0,1,56230,10578.0,66808,152165,24,664.0,1,5246,2.0811,273669.0,0.556,Urban,Rejected
LN000329,49,Female,Graduate,Business,14.0,1,83935,18247.0,102182,378089,180,640.0,2,17210,2.2677,320024.0,1.1814,Urban,Rejected
LN000330,51,Female,Graduate,Salaried,7.0,3,41158,10954.0,52112,160256,84,507.0,2,12544,3.3277,189220.0,0.8469,Rural,Rejected
LN000331,55,Female,Graduate,Salaried,2.0,3,43964,0.0,43964,122863,120,836.0,3,23008,6.5593,71012.0,1.7302,Semiurban,Rejected
LN000332,53,Female,Graduate,Salaried,11.0,2,54071,0.0,54071,130453,12,597.0,1,9562,4.5347,,1.031,Semiurban,Rejected
LN000333,41,Male,Graduate,Salaried,5.0,2,45240,0.0,45240,219014,180,574.0,3,21211,5.9488,206685.0,1.0597,Semiurban,Rejected
LN000334,52,Male,Graduate,Business,12.0,0,36177,34195.0,70372,126599,12,527.0,0,0,1.7988,132794.0,0.9533,Rural,Rejected
LN000335,43,Female,Not Graduate,Salaried,7.0,2,53889,32938.0,86827,213623,360,664.0,0,0,0.082,488284.0,0.4375,Semiurban,Approved
LN000336,53,Female,Graduate,Self-Employed,5.0,0,82284,14007.0,96291,260995,180,607.0,0,0,0.1806,439800.0,0.5934,Rural,Approved
LN000337,23,Female,Graduate,Salaried,9.0,0,37794,0.0,37794,164848,120,602.0,2,14314,4.9808,310933.0,0.5302,Urban,Rejected
LN000338,38,Male,Graduate,Salaried,9.0,0,44633,21723.0,66356,320569,180,649.0,0,0,0.3219,569420.0,0.563,Urban,Approved
LN000339,45,Male,Graduate,Salaried,8.0,2,32997,0.0,32997,50386,120,512.0,0,0,0.1524,30758.0,1.6381,Urban,Rejected
LN000340,62,Male,Graduate,Salaried,0.0,2,28361,0.0,28361,137821,60,652.0,3,20083,9.4693,211398.0,0.652,Rural,Rejected
LN000341,51,Female,Graduate,Self-Employed,5.0,0,38657,0.0,38657,188143,180,609.0,1,5335,1.9805,336811.0,0.5586,Rural,Rejected
LN000342,23,Female,Graduate,Salaried,7.0,0,31209,11634.0,42843,200921,360,696.0,0,0,0.1563,444966.0,0.4515,Urban,Approved
LN000343,60,Male,Not Graduate,Business,5.0,2,137702,42385.0,180087,849793,180,653.0,0,0,0.3146,1968128.0,0.4318,Semiurban,Approved
LN000344,44,Male,Graduate,Self-Employed,10.0,2,53150,30322.0,83472,359689,240,582.0,1,3685,0.7451,,1.0616,Semiurban,Rejected
LN000345,52,Female,Graduate,Salaried,11.0,1,27739,12202.0,39941,101872,60,656.0,0,0,0.5099,89100.0,1.1433,Urban,Rejected
LN000346,42,Female,Not Graduate,Salaried,11.0,0,36377,36382.0,72759,313202,120,572.0,1,6814,1.5543,453320.0,0.6909,Urban,Rejected
LN000347,43,Male,Graduate,Salaried,0.0,0,49965,0.0,49965,160478,84,680.0,4,45237,11.3232,213028.0,0.7533,Urban,Rejected
LN000348,22,Female,Not Graduate,Salaried,8.0,0,61795,0.0,61795,209595,240,733.0,0,0,0.1695,422991.0,0.4955,Rural,Approved
LN000349,47,Female,Graduate,Salaried,2.0,2,48125,0.0,48125,76050,180,649.0,0,0,0.1052,93580.0,0.8127,Urban,Approved
LN000350,62,Female,Graduate,Business,10.0,2,79026,0.0,79026,249962,180,677.0,0,0,0.2108,613867.0,0.4072,Semiurban,Approved
LN000351,22,Female,Graduate,Business,7.0,2,149074,0.0,149074,364941,12,540.0,0,0,2.448,649911.0,0.5615,Semiurban,Rejected
LN000352,46,Male,Not Graduate,Business,17.0,1,71214,21287.0,92501,247990,360,549.0,2,23255,3.1061,236041.0,1.0506,Rural,Rejected
LN000353,37,Male,Graduate,Salaried,10.0,2,35772,21690.0,57462,181815,360,498.0,0,0,0.1055,227993.0,0.7975,Urban,Rejected
LN000354,60,Female,Graduate,Salaried,4.0,1,22703,30111.0,52814,206378,180,541.0,0,0,0.2604,377110.0,0.5473,Urban,Approved
LN000355,53,Male,Graduate,Unemployed,0.0,0,6940,0.0,6940,12252,360,663.0,1,9788,16.9833,21091.0,0.5809,Semiurban,Rejected
LN000356,29,Female,Graduate,Self-Employed,9.0,0,26013,39873.0,65886,238232,240,775.0,0,0,0.1807,468331.0,0.5087,Rural,Approved
LN000357,63,Female,Not Graduate,Salaried,12.0,3,20427,34600.0,55027,140390,240,629.0,0,0,0.1274,188917.0,0.7431,Semiurban,Approved
LN000358,59,Female,Graduate,Salaried,8.0,2,38780,,69141,303871,240,579.0,1,4731,1.0408,611058.0,0.4973,Semiurban,Rejected
LN000359,49,Male,Not Graduate,Salaried,10.0,0,32608,0.0,32608,150948,24,587.0,0,0,2.3144,199023.0,0.7584,Semiurban,Rejected
LN000360,62,Male,Graduate,Self-Employed,5.0,2,85109,35599.0,120708,223158,36,538.0,0,0,0.6162,177885.0,1.2545,Urban,Rejected
LN000361,46,Female,Not Graduate,Business,11.0,0,92196,0.0,92196,420565,240,668.0,1,10518,1.597,306039.0,1.3742,Semiurban,Rejected
