Applicant_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Employment_Length,Age,Loan_Status
A10314,Female,No,0,Graduate,No,74714,8801,137101,480,0,Semiurban,19,45,0
A10315,Female,Yes,0,Graduate,No,69551,13465,242998,480,1,Urban,5,43,1
A10316,Male,Yes,1,Graduate,No,52521,14277,160872,360,1,Urban,18,48,1
A10317,Male,Yes,1,Graduate,No,40709,0,143420,360,1,Semiurban,17,41,1
A10318,Male,No,0,Graduate,No,10000,0,265889,180,1,Semiurban,9,24,0
A10319,Male,Yes,3,Not Graduate,No,28496,18999,133735,360,1,Semiurban,5,28,0
A10320,Male,Yes,1,Graduate,No,22215,16392,398528,360,1,Semiurban,22,50,0
A10321,Female,Yes,0,Not Graduate,Yes,28306,1297,327541,360,1,Rural,13,56,0
A10322,Female,No,0,Graduate,No,78182,19362,182923,240,1,Urban,14,51,1
A10323,Male,Yes,2,Graduate,No,30574,19344,299968,360,1,Urban,21,52,1
A10324,Female,Yes,0,Graduate,No,34085,11977,214922,360,1,Urban,11,57,0
A10325,Female,Yes,0,Not Graduate,No,36192,34593,166733,360,1,Semiurban,5,56,1
A10326,Male,Yes,0,Graduate,No,88978,27692,358245,360,1,Semiurban,13,56,1
A10327,Female,Yes,1,Not Graduate,No,49063,11009,231237,360,0,Semiurban,17,58,0
A10328,Male,Yes,1,Graduate,No,64913,11195,128440,240,1,Semiurban,22,54,1
A10329,Male,No,1,Graduate,No,52630,421,236804,180,1,Semiurban,19,50,1
A10330,Male,No,0,Graduate,Yes,20233,27247,334196,240,1,Rural,18,47,0
A10331,Female,Yes,1,Graduate,No,72989,17468,200188,180,1,Urban,4,28,1
A10332,Male,Yes,1,Graduate,No,56016,23230,216765,300,1,Semiurban,25,54,1
A10333,Male,Yes,0,Graduate,No,48174,0,176021,300,0,Urban,25,35,0
A10334,Male,Yes,2,Graduate,No,76401,22775,228157,180,1,Urban,16,49,1
A10335,Male,No,0,Graduate,No,44801,9903,121776,180,1,Urban,9,27,1
A10336,Female,Yes,1,Graduate,No,47833,20843,136358,300,1,Semiurban,19,24,1
A10337,Female,Yes,0,Graduate,No,44823,20212,172612,480,1,Urban,7,55,1
A10338,Male,Yes,1,Graduate,No,66144,14793,213414,480,1,Urban,21,28,1
A10339,Male,No,3,Graduate,Yes,62207,8026,288994,180,1,Rural,19,43,0
A10340,Male,Yes,3,Graduate,No,54179,18988,188226,360,1,Urban,12,51,1
A10341,Male,Yes,0,Not Graduate,No,34223,6640,266195,300,0,Semiurban,11,46,0
A10342,Male,Yes,0,Graduate,No,44446,25505,164777,360,1,Rural,8,36,1
A10343,Male,No,0,Not Graduate,No,34218,7783,247095,360,1,Rural,17,41,0
A10344,Male,No,2,Graduate,No,67405,15227,295918,480,0,Semiurban,13,33,0
A10345,Female,Yes,1,Graduate,No,26379,7542,190788,300,0,Urban,9,25,0
A10346,Female,Yes,0,Graduate,No,73915,16587,228101,240,1,Rural,20,31,1
A10347,Male,No,0,Graduate,No,69314,4682,153092,360,0,Urban,9,21,0
A10348,Male,Yes,2,Graduate,No,36222,6908,246915,360,1,Urban,1,30,0
A10349,Female,Yes,0,Graduate,Yes,43752,37945,50000,240,1,Rural,23,38,1
A10350,Male,Yes,0,Graduate,No,39313,23442,69924,300,1,Urban,15,34,1
A10351,Female,Yes,0,Graduate,No,56453,18694,245823,360,1,Semiurban,12,26,1
A10352,Female,Yes,0,Not Graduate,No,71186,20141,69123,300,1,Urban,14,43,1
A10353,Male,No,1,Graduate,No,67784,18056,160884,480,1,Rural,8,47,1
A10354,Male,Yes,2,Graduate,No,43506,14111,312270,360,1,Semiurban,11,22,0
A10355,Female,Yes,2,Not Graduate,No,68822,22567,269112,360,1,Rural,29,37,1
A10356,Male,No,0,Graduate,No,67577,6730,391592,180,1,Semiurban,17,45,1
A10357,Male,Yes,2,Graduate,No,47167,30955,206031,360,1,Urban,6,49,1
A10358,Female,Yes,0,Not Graduate,No,49858,16203,193381,300,1,Rural,25,22,0
A10359,Male,Yes,0,Graduate,No,73125,23017,200811,360,1,Semiurban,22,31,1
A10360,Male,No,3,Graduate,No,65875,30733,126012,300,1,Rural,18,33,1
A10361,Female,No,0,Graduate,Yes,68371,19912,182946,360,0,Rural,20,35,0
A10362,Male,No,0,Graduate,No,88780,6895,99157,360,1,Semiurban,24,24,1
A10363,Male,No,3,Graduate,No,58209,27195,293847,360,1,Semiurban,18,29,1
A10364,Female,Yes,0,Graduate,No,54884,31961,259075,240,1,Urban,18,54,1
A10365,Male,Yes,1,Graduate,No,70369,0,107161,300,1,Semiurban,11,54,1
A10366,Female,No,2,Graduate,No,79817,13981,146797,360,0,Semiurban,17,55,0
A10367,Female,Yes,0,Not Graduate,No,40829,17914,231245,480,0,Urban,0,51,0
A10368,Male,Yes,0,Not Graduate,No,46972,12359,221689,300,1,Rural,8,53,0
A10369,Male,Yes,0,Not Graduate,Yes,34721,2540,116039,360,1,Urban,14,54,1
A10370,Male,Yes,0,Not Graduate,No,55141,6169,205288,360,1,Rural,21,43,1
A10371,Male,No,0,Graduate,No,63338,0,245704,240,1,Rural,14,47,1
A10372,Male,Yes,1,Not Graduate,No,35766,24551,248001,240,1,Rural,23,58,0
A10373,Female,Yes,0,Graduate,No,67006,28735,334772,360,0,Rural,4,21,0
A10374,Male,No,0,Graduate,No,43200,28596,220004,360,1,Rural,16,44,1
A10375,Male,Yes,1,Graduate,No,41978,14704,100731,360,0,Rural,2,38,0
A10376,Female,Yes,1,Graduate,Yes,66949,17719,114837,480,1,Semiurban,28,34,1
A10377,Male,Yes,2,Not Graduate,No,40622,25699,300494,300,1,Urban,5,55,0
A10378,Female,No,0,Graduate,No,28947,12671,328875,240,1,Urban,28,26,0
A10379,Male,No,2,Graduate,No,61154,5507,197210,300,1,Semiurban,25,23,1
A10380,Male,No,1,Graduate,No,48024,9292,230590,180,1,Semiurban,23,52,1
A10381,Female,No,0,Graduate,No,67970,16755,207444,360,0,Semiurban,10,24,0
A10382,Female,Yes,0,Not Graduate,No,62494,7863,176151,240,1,Rural,10,27,0
A10383,Female,No,0,Not Graduate,No,23775,19732,80715,360,0,Urban,0,23,0
A10384,Female,No,1,Graduate,No,69733,1448,238181,300,1,Urban,15,23,1
A10385,Female,Yes,0,Graduate,No,78496,12573,342556,300,1,Rural,28,37,1
A10386,Male,Yes,2,Graduate,No,65504,19055,213617,360,1,Semiurban,11,58,1
A10387,Male,No,1,Not Graduate,No,66107,16325,175843,360,0,Urban,14,21,0
A10388,Female,No,2,Graduate,No,46284,7648,165465,360,1,Urban,13,22,1
A10389,Female,No,0,Not Graduate,No,42849,22350,239753,300,1,Semiurban,4,21,0
A10390,Female,No,0,Graduate,Yes,53186,17624,292088,480,1,Urban,22,31,0
A10391,Male,Yes,0,Not Graduate,Yes,63798,0,242613,300,1,Semiurban,23,29,0
A10392,Male,Yes,0,Graduate,No,63421,19553,50426,360,1,Rural,9,25,1
A10393,Female,Yes,2,Graduate,No,43433,10778,339389,180,1,Semiurban,16,53,0
A10394,Male,Yes,0,Graduate,No,41912,9750,266661,360,1,Semiurban,14,58,1
A10395,Female,No,0,Not Graduate,No,27647,6700,185591,360,1,Urban,17,58,0
A10396,Female,Yes,0,Not Graduate,No,59703,4969,157574,360,1,Urban,24,39,1
A10397,Male,Yes,0,Graduate,No,44153,17065,164260,300,1,Semiurban,7,50,1
A10398,Female,Yes,2,Graduate,No,45484,20460,269011,360,1,Urban,24,53,1
A10399,Female,Yes,1,Not Graduate,No,75918,16531,50000,480,1,Semiurban,21,58,1
A10400,Male,Yes,1,Not Graduate,No,58975,24494,241096,300,1,Semiurban,6,41,0
A10401,Female,Yes,0,Graduate,Yes,54843,20814,222443,240,1,Urban,8,24,1
A10402,Male,Yes,2,Graduate,No,62452,0,221327,360,1,Urban,2,42,1
A10403,Female,Yes,1,Graduate,No,71309,5834,106977,360,1,Rural,21,42,1
A10404,Male,No,0,Not Graduate,No,25737,26884,63675,300,0,Semiurban,23,43,0
A10405,Female,Yes,0,Graduate,No,41515,2306,379550,360,1,Semiurban,8,57,0
A10406,Male,Yes,2,Graduate,No,46517,0,210634,360,1,Semiurban,10,29,0
A10407,Male,Yes,1,Graduate,No,35324,33314,354876,360,1,Semiurban,17,42,0
A10408,Female,Yes,1,Graduate,No,46021,17966,272267,480,0,Semiurban,6,56,0
A10409,Male,Yes,0,Graduate,No,26732,8169,208993,180,1,Urban,24,21,1
A10410,Male,No,0,Graduate,No,63832,6516,218551,300,1,Semiurban,7,32,1
A10411,Female,No,1,Graduate,No,42237,21294,286426,360,1,Semiurban,22,52,1
A10412,Female,Yes,1,Not Graduate,No,53014,19779,295423,360,1,Urban,20,23,1
A10413,Male,Yes,0,Not Graduate,No,50769,18272,238079,240,1,Semiurban,10,45,1
A10414,Female,No,1,Graduate,No,58361,13112,287421,240,0,Urban,10,39,0
A10415,Male,No,0,Graduate,No,13086,2194,291226,360,1,Urban,2,25,0
A10416,Male,Yes,1,Graduate,No,56753,14640,226371,360,1,Semiurban,16,49,1
A10417,Male,Yes,2,Not Graduate,No,45873,25651,151696,360,1,Urban,16,37,1
A10418,Female,Yes,2,Not Graduate,No,56102,9580,239770,480,1,Semiurban,21,42,1
A10419,Female,Yes,0,Graduate,No,32308,21010,140136,180,0,Semiurban,23,28,0
A10420,Female,Yes,0,Not Graduate,No,56205,10953,169568,480,1,Urban,13,50,1
A10421,Female,Yes,2,Graduate,No,69477,23012,231803,360,1,Semiurban,6,41,1
A10422,Male,Yes,1,Graduate,No,52846,5200,193661,360,1,Rural,7,27,1
A10423,Male,Yes,0,Graduate,No,39241,15136,305242,360,1,Semiurban,18,40,1
A10424,Male,No,2,Not Graduate,Yes,39897,19564,147166,300,1,Urban,3,33,0
A10425,Male,No,0,Graduate,Yes,58643,8245,50000,360,1,Urban,1,56,1
A10426,Male,Yes,0,Not Graduate,Yes,58544,18626,304802,360,0,Rural,9,29,0
A10427,Female,No,0,Not Graduate,Yes,55348,14704,203801,480,1,Semiurban,4,34,0
A10428,Male,Yes,0,Graduate,No,49437,14558,207605,360,1,Urban,20,36,1
A10429,Male,No,0,Graduate,No,53044,8222,136926,180,1,Urban,28,36,1
A10430,Male,Yes,2,Graduate,Yes,49026,24973,50000,360,1,Semiurban,2,35,1
A10431,Female,Yes,0,Not Graduate,No,44286,5548,134493,180,1,Semiurban,0,23,1
A10432,Female,Yes,0,Graduate,No,61362,17797,245600,480,1,Semiurban,5,25,1
A10433,Male,Yes,2,Graduate,Yes,54651,6507,183907,300,0,Rural,15,25,0
A10434,Male,No,1,Not Graduate,No,69358,14338,173395,480,1,Semiurban,21,45,1
A10435,Female,Yes,1,Not Graduate,No,66752,21428,64055,180,1,Semiurban,17,56,1
A10436,Male,Yes,0,Graduate,Yes,54162,12111,344902,360,1,Semiurban,7,47,0
A10437,Female,Yes,2,Not Graduate,Yes,58930,0,195256,240,1,Urban,1,47,0
A10438,Female,Yes,0,Graduate,No,35642,1553,387353,360,1,Semiurban,9,46,0
A10439,Male,Yes,0,Graduate,No,48836,0,229341,300,1,Semiurban,21,34,1
A10440,Male,Yes,0,Graduate,No,55139,15679,324085,360,0,Rural,28,21,0
A10441,Female,No,0,Not Graduate,No,26258,14949,142576,300,1,Urban,0,46,0
A10442,Male,No,0,Graduate,No,56441,11493,78849,180,1,Semiurban,4,56,1
A10443,Male,No,1,Graduate,No,35611,8735,185080,240,1,Urban,25,38,1
A10444,Female,Yes,0,Graduate,No,37256,17211,244800,360,1,Rural,7,43,1
A10445,Female,No,1,Not Graduate,No,42057,526,253488,360,1,Urban,15,28,0
A10446,Female,Yes,0,Graduate,No,49542,24560,231561,360,1,Rural,13,49,1
A10447,Female,Yes,0,Graduate,Yes,30079,15751,383341,240,1,Rural,9,40,0
A10448,Male,Yes,0,Graduate,No,62849,5552,231346,180,1,Urban,17,37,1
A10449,Male,No,2,Graduate,No,52661,10815,175193,180,1,Urban,13,21,1
A10450,Female,No,2,Graduate,No,78874,13686,181316,360,1,Urban,28,35,1
A10451,Male,No,3,Not Graduate,No,54501,1192,135574,360,1,Rural,10,27,1
A10452,Male,No,1,Graduate,Yes,58562,21708,223453,240,1,Semiurban,18,34,1
A10453,Female,No,1,Not Graduate,Yes,37192,24654,286525,300,1,Rural,26,22,0
A10454,Male,No,1,Graduate,No,32272,16174,312718,360,0,Semiurban,0,28,0
A10455,Male,Yes,1,Graduate,No,59287,24405,176253,360,1,Urban,24,48,1
A10456,Male,Yes,0,Graduate,No,33600,41500,195771,360,0,Urban,25,30,0
A10457,Male,Yes,0,Graduate,Yes,59627,0,148672,360,0,Urban,1,29,0
A10458,Male,Yes,0,Not Graduate,No,75597,15519,277465,180,1,Semiurban,21,27,1
A10459,Male,Yes,0,Graduate,No,64186,1568,101233,360,1,Urban,3,55,1
A10460,Male,Yes,0,Graduate,No,58556,30607,142240,180,0,Semiurban,26,56,0
A10461,Female,Yes,0,Graduate,No,54042,17463,50000,360,0,Urban,13,28,0
A10462,Female,No,0,Graduate,No,44240,8019,105661,300,1,Semiurban,20,30,1
A10463,Male,No,0,Graduate,No,48281,12396,152714,300,0,Urban,28,22,0
A10464,Female,Yes,3,Graduate,No,41518,28362,159138,300,1,Semiurban,5,43,1
A10465,Male,Yes,0,Not Graduate,No,30268,19522,96409,300,1,Semiurban,19,40,1
A10466,Male,Yes,0,Graduate,No,50531,20789,109611,360,1,Rural,26,43,1
A10467,Female,Yes,2,Graduate,No,66618,29880,300925,240,1,Urban,15,42,1
A10468,Male,No,0,Graduate,No,30668,24543,137605,240,0,Rural,7,41,0
A10469,Female,Yes,0,Not Graduate,No,70977,26240,55258,360,0,Rural,29,46,0
A10470,Male,Yes,0,Graduate,No,68257,13736,116572,240,1,Urban,9,52,1
A10471,Female,No,0,Graduate,No,55954,0,117635,180,1,Rural,6,43,1
A10472,Male,No,0,Graduate,No,56075,16035,194372,300,1,Urban,18,34,1
A10473,Female,Yes,0,Graduate,Yes,47206,8355,228769,360,1,Urban,7,57,0
A10474,Male,No,0,Graduate,No,50630,22885,91713,300,1,Rural,15,50,1
A10475,Female,Yes,2,Not Graduate,No,43046,0,224024,300,1,Rural,2,51,0
A10476,Male,Yes,1,Not Graduate,No,50474,23282,311979,180,0,Semiurban,28,29,0
A10477,Male,Yes,1,Graduate,No,52097,16885,281282,360,1,Urban,21,39,1
A10478,Female,Yes,0,Graduate,No,78218,18537,246337,300,1,Semiurban,20,44,1
A10479,Male,Yes,0,Graduate,No,58484,21187,232617,360,1,Rural,25,56,1
A10480,Female,Yes,2,Not Graduate,Yes,46858,14715,174649,300,1,Semiurban,15,52,0
A10481,Female,Yes,0,Graduate,No,48516,11670,313510,360,1,Urban,9,21,1
A10482,Male,No,2,Not Graduate,No,39301,26349,234339,360,0,Semiurban,7,31,0
A10483,Female,Yes,0,Not Graduate,No,41773,20931,135649,240,1,Semiurban,12,48,1
A10484,Male,Yes,2,Graduate,No,63660,21888,187938,300,0,Rural,29,50,0
A10485,Female,No,0,Graduate,No,42590,14174,145944,360,1,Rural,23,45,1
A10486,Male,Yes,0,Graduate,Yes,40736,16095,188890,360,1,Rural,3,46,0
A10487,Male,No,1,Graduate,No,41112,14867,297237,480,1,Rural,6,46,0
A10488,Female,Yes,1,Graduate,No,39062,0,185897,360,1,Urban,3,28,0
A10489,Female,Yes,0,Graduate,Yes,66907,1188,136432,180,1,Rural,8,24,1
A10490,Male,Yes,3,Graduate,No,52140,13768,283254,480,1,Rural,15,23,0
A10491,Female,Yes,0,Not Graduate,No,45765,0,302122,300,1,Semiurban,11,34,0
A10492,Male,Yes,0,Graduate,Yes,50439,13898,137171,240,1,Semiurban,12,28,1
A10493,Male,Yes,1,Graduate,Yes,53259,6057,318395,480,1,Rural,2,23,0
A10494,Male,Yes,1,Not Graduate,No,38790,14240,277000,300,1,Semiurban,17,43,0
A10495,Male,Yes,3,Graduate,No,29156,16700,155846,360,1,Rural,2,37,0
A10496,Male,Yes,0,Graduate,No,70077,0,297511,240,1,Semiurban,2,55,1
A10497,Male,Yes,0,Graduate,No,64820,18250,101448,360,1,Urban,7,55,1
A10498,Female,Yes,1,Graduate,No,55667,10504,161463,480,1,Rural,5,38,1
A10499,Female,Yes,0,Graduate,No,63787,0,112404,480,1,Rural,2,22,1
A10500,Female,Yes,0,Not Graduate,No,78715,10391,121869,240,1,Rural,13,33,1
A10501,Male,Yes,0,Not Graduate,No,41968,18796,268087,360,0,Rural,6,21,0
A10502,Male,No,0,Graduate,No,33199,10943,198828,360,1,Semiurban,24,27,1
A10503,Female,Yes,0,Not Graduate,No,59922,10333,111113,360,1,Semiurban,22,29,1
A10504,Female,No,0,Not Graduate,No,27997,16538,152831,300,1,Rural,26,31,1
A10505,Male,Yes,1,Graduate,No,50569,10207,146829,300,1,Urban,15,58,1
A10506,Female,Yes,1,Graduate,No,45523,12328,220068,300,0,Urban,3,27,0
A10507,Female,Yes,0,Graduate,No,60108,1735,381849,360,1,Urban,17,23,1
A10508,Female,No,0,Graduate,No,42765,9817,216459,360,1,Urban,6,25,0
A10509,Female,Yes,0,Graduate,Yes,67996,33840,221754,240,1,Semiurban,13,45,1
A10510,Female,Yes,0,Graduate,No,38796,16784,323292,360,1,Semiurban,26,53,1
A10511,Male,Yes,1,Graduate,No,60587,17691,156571,240,1,Urban,9,32,1
A10512,Female,Yes,3,Graduate,No,40003,8573,306630,180,0,Rural,16,30,0
A10513,Female,Yes,1,Graduate,No,58226,11053,166039,360,1,Urban,21,38,1
A10514,Male,Yes,1,Graduate,No,34780,12715,171183,360,1,Semiurban,11,56,1
A10515,Male,Yes,0,Graduate,No,49638,23741,173624,480,1,Rural,7,46,1
A10516,Male,Yes,0,Graduate,No,69831,26988,191438,360,0,Semiurban,13,50,0
A10517,Female,Yes,2,Not Graduate,No,51725,10456,186005,360,1,Urban,25,39,1
A10518,Female,No,3,Graduate,No,67746,14765,228660,300,1,Urban,27,54,1
A10519,Male,No,0,Graduate,No,49605,12649,166057,360,1,Rural,24,48,1
A10520,Male,Yes,0,Graduate,No,42424,22623,208036,360,0,Urban,11,44,0
A10521,Male,Yes,1,Graduate,No,52579,19685,71067,300,1,Semiurban,6,36,1
A10522,Female,No,0,Graduate,No,59275,14100,262593,360,1,Rural,4,45,1
A10523,Female,Yes,1,Graduate,Yes,21416,25096,290562,180,1,Semiurban,22,57,0
A10524,Female,Yes,2,Graduate,No,57834,20181,217725,240,1,Semiurban,1,28,1
A10525,Male,No,0,Graduate,No,35902,7288,259828,480,1,Semiurban,2,49,0
A10526,Male,Yes,3,Graduate,No,32173,15082,133005,180,1,Semiurban,4,59,0
A10527,Male,Yes,3,Graduate,No,58078,13234,321406,240,0,Rural,16,40,0
A10528,Male,No,2,Graduate,No,70077,5121,215215,240,1,Semiurban,10,23,1
A10529,Female,Yes,0,Graduate,No,53246,12746,71589,360,1,Urban,27,22,1
A10530,Female,No,0,Not Graduate,No,29668,26390,297231,240,1,Urban,17,59,0
A10531,Female,No,1,Graduate,No,39941,25949,257418,180,1,Urban,16,34,1
A10532,Female,No,0,Graduate,Yes,43725,24132,349730,480,1,Rural,23,43,0
A10533,Male,Yes,0,Graduate,No,52941,22791,333109,360,1,Semiurban,19,40,1
A10534,Female,Yes,0,Not Graduate,No,48921,17079,307345,300,1,Rural,13,54,0
A10535,Female,Yes,1,Graduate,Yes,57428,8986,237918,240,1,Semiurban,21,52,0
A10536,Female,Yes,0,Graduate,Yes,64999,20637,257042,360,1,Semiurban,21,47,1
A10537,Male,Yes,0,Graduate,Yes,55171,0,113708,360,1,Rural,25,37,1
A10538,Male,Yes,0,Graduate,No,63471,8281,177839,480,0,Rural,20,30,0
A10539,Male,Yes,1,Graduate,No,45954,26047,438738,240,1,Semiurban,16,54,0
A10540,Female,Yes,1,Not Graduate,No,99438,10079,61786,360,1,Semiurban,24,52,1
A10541,Female,Yes,0,Graduate,No,58297,21399,224819,300,0,Semiurban,15,29,0
A10542,Male,No,3,Not Graduate,No,60260,11369,196844,240,1,Urban,6,29,0
A10543,Female,No,0,Graduate,No,76365,20501,268267,360,1,Rural,29,33,1
A10544,Female,No,1,Not Graduate,No,51322,0,215889,360,1,Rural,20,48,0
A10545,Male,Yes,1,Graduate,Yes,40317,27717,297165,480,0,Semiurban,29,51,0
A10546,Male,No,1,Graduate,No,69596,3840,201211,180,1,Urban,2,28,1
A10547,Female,No,0,Not Graduate,No,70477,1381,261941,240,1,Rural,20,44,0
A10548,Male,Yes,2,Graduate,No,52302,27180,229254,360,1,Rural,7,32,1
A10549,Female,Yes,2,Not Graduate,No,76394,14971,176670,300,1,Rural,10,54,1
A10550,Male,Yes,1,Graduate,No,48750,11937,165277,300,1,Urban,28,27,1
A10551,Female,Yes,0,Not Graduate,No,63984,30676,302228,360,1,Urban,28,55,1
A10552,Male,Yes,0,Graduate,No,72732,22310,249995,300,1,Semiurban,8,50,1
A10553,Male,Yes,1,Not Graduate,No,51474,10504,279696,180,1,Urban,7,56,0
A10554,Female,No,0,Graduate,No,56851,13656,300383,360,1,Semiurban,18,41,1
A10555,Male,Yes,1,Graduate,No,65390,25739,158577,240,1,Semiurban,19,35,1
A10556,Male,Yes,0,Graduate,Yes,44507,5364,178333,480,1,Rural,14,26,0
A10557,Male,No,1,Not Graduate,No,37787,29434,172735,360,1,Urban,23,36,1
A10558,Female,Yes,0,Graduate,No,69994,10566,282490,360,1,Semiurban,19,34,1
A10559,Female,No,0,Graduate,Yes,54601,6285,207269,480,0,Semiurban,17,32,0
A10560,Female,Yes,0,Graduate,No,42416,25869,214660,180,1,Urban,24,53,1
A10561,Male,No,0,Graduate,No,51411,22346,115620,240,1,Rural,7,37,1
A10562,Male,Yes,0,Graduate,No,57627,0,265922,360,1,Urban,0,53,1
A10563,Male,Yes,1,Not Graduate,No,26460,13931,268571,360,1,Urban,6,58,0
A10564,Male,Yes,1,Graduate,No,60739,3948,244880,180,1,Urban,24,48,1
A10565,Male,No,1,Graduate,No,56126,22983,213025,480,1,Rural,25,41,1
A10566,Male,No,1,Not Graduate,No,74826,32196,283459,300,1,Urban,9,52,1
A10567,Male,Yes,0,Graduate,Yes,46715,20377,196079,300,1,Semiurban,24,35,1
A10568,Female,No,0,Graduate,No,70656,7403,313567,360,0,Semiurban,10,45,0
A10569,Male,Yes,0,Graduate,No,49330,23899,257190,300,1,Urban,0,56,1
A10570,Male,Yes,1,Not Graduate,Yes,52087,14496,99022,360,0,Semiurban,8,43,0
A10571,Female,No,0,Graduate,No,54214,14262,189315,300,0,Urban,8,54,0
A10572,Male,Yes,0,Graduate,Yes,81398,10147,225994,240,1,Semiurban,28,32,1
A10573,Female,Yes,1,Graduate,No,31407,16046,144269,300,1,Urban,11,27,1
A10574,Female,No,2,Graduate,No,57426,14290,286364,240,1,Urban,28,52,1
A10575,Female,No,1,Not Graduate,Yes,50633,0,50000,360,1,Semiurban,5,44,0
A10576,Male,No,1,Graduate,No,49571,15258,264303,360,1,Semiurban,2,43,0
A10577,Female,No,1,Graduate,No,58745,13623,255228,300,1,Urban,14,59,1
A10578,Male,Yes,0,Not Graduate,No,66590,18468,50000,240,0,Urban,13,54,0
A10579,Male,No,1,Graduate,No,57974,0,208280,240,0,Semiurban,14,25,0
A10580,Male,Yes,2,Graduate,No,68528,20120,165202,240,1,Semiurban,20,52,1
A10581,Female,No,0,Not Graduate,No,46235,15286,313402,240,1,Semiurban,11,33,0
A10582,Male,Yes,0,Not Graduate,No,49271,19951,133000,300,0,Urban,8,52,0
A10583,Male,Yes,0,Not Graduate,No,34986,0,263933,180,1,Urban,3,31,0
A10584,Female,Yes,0,Not Graduate,Yes,79743,2652,279865,180,1,Urban,14,28,0
A10585,Male,Yes,2,Graduate,Yes,47199,0,168592,300,1,Semiurban,0,52,0
A10586,Male,Yes,0,Not Graduate,No,45541,16463,303819,240,1,Urban,28,38,1
A10587,Male,No,0,Graduate,No,59099,11549,166758,300,0,Semiurban,14,39,0
A10588,Male,No,2,Not Graduate,No,66606,13560,306603,300,1,Rural,29,27,1
A10589,Male,Yes,0,Not Graduate,No,39618,1075,408348,180,1,Semiurban,17,38,0
A10590,Male,No,0,Graduate,Yes,67800,2901,274419,240,1,Urban,2,58,0
A10591,Female,Yes,2,Graduate,No,45450,0,248973,360,1,Urban,25,37,1
A10592,Male,Yes,0,Graduate,No,71459,1544,162150,300,1,Semiurban,1,55,1
A10593,Male,Yes,1,Not Graduate,No,41886,8499,348564,240,1,Urban,15,29,0
A10594,Female,No,0,Not Graduate,No,61031,9016,271058,240,1,Semiurban,5,57,0
A10595,Male,No,0,Graduate,Yes,50640,14323,163165,480,1,Semiurban,2,29,0
A10596,Female,Yes,0,Graduate,No,33104,22616,319929,240,1,Semiurban,23,35,1
A10597,Male,Yes,0,Not Graduate,No,28760,8110,208790,480,1,Urban,5,42,0
A10598,Male,Yes,3,Graduate,No,38855,19887,254147,180,1,Semiurban,1,53,0
A10599,Male,Yes,3,Graduate,No,64888,22782,167167,360,0,Semiurban,2,53,0
A10600,Male,Yes,2,Graduate,No,20852,26500,124913,360,0,Urban,22,47,0
A10601,Male,Yes,0,Not Graduate,No,55009,19897,129072,360,1,Semiurban,4,52,1
A10602,Male,Yes,3,Not Graduate,No,53703,15732,169489,240,1,Rural,21,53,0
A10603,Male,No,1,Graduate,No,24765,4199,241054,360,1,Rural,21,53,0
A10604,Male,Yes,0,Graduate,No,38046,17725,176152,360,1,Urban,5,44,1
A10605,Male,Yes,1,Graduate,No,38018,11237,136696,360,1,Semiurban,21,26,1
A10606,Male,Yes,0,Not Graduate,No,50790,28764,123911,360,0,Rural,15,21,0
A10607,Male,No,0,Graduate,No,71995,15912,301318,240,0,Rural,28,29,0
A10608,Male,No,2,Graduate,No,66124,13400,190200,360,1,Semiurban,1,43,1
A10609,Female,No,1,Graduate,Yes,44595,29159,50000,240,1,Urban,5,28,1
A10610,Male,Yes,0,Not Graduate,No,37558,10176,199380,300,1,Urban,5,49,0
A10611,Female,No,0,Graduate,Yes,26624,14968,166769,360,1,Urban,3,38,0
A10612,Female,Yes,2,Graduate,No,44320,35093,216357,180,1,Rural,24,54,1
A10613,Male,Yes,1,Not Graduate,No,36518,17662,154622,480,1,Semiurban,5,28,0
A10614,Female,Yes,0,Not Graduate,No,49457,26251,302950,240,1,Urban,1,30,0
A10615,Female,Yes,0,Graduate,No,50026,30037,187728,360,1,Rural,8,55,1
A10616,Male,No,0,Graduate,No,42866,9481,183168,360,1,Rural,19,36,1
A10617,Male,No,3,Graduate,No,43180,24087,174716,360,1,Rural,3,44,1
A10618,Female,Yes,0,Graduate,No,39593,11672,237895,300,1,Rural,24,28,1
A10619,Female,Yes,0,Graduate,Yes,42312,35399,231594,300,1,Urban,5,31,0
A10620,Male,Yes,0,Graduate,Yes,71538,29436,168732,480,1,Rural,26,25,1
A10621,Male,Yes,2,Graduate,No,57767,22432,201908,360,1,Urban,7,44,1
A10622,Male,Yes,1,Not Graduate,No,57970,25445,179758,300,0,Rural,15,56,0
A10623,Male,No,1,Graduate,Yes,65179,8044,267976,240,1,Rural,1,25,0
A10624,Female,No,0,Graduate,No,63852,32175,96896,360,0,Semiurban,9,58,0
A10625,Male,Yes,0,Graduate,No,71371,5956,172751,360,1,Semiurban,17,50,1
A10626,Male,No,2,Graduate,Yes,58826,19070,184356,240,0,Urban,29,31,0
A10627,Female,Yes,2,Graduate,No,53077,7860,311574,240,1,Urban,0,58,0
A10628,Male,Yes,2,Not Graduate,No,41138,23603,294027,360,1,Semiurban,3,46,0
